id,create_date,state,sentiment,text
bc337c99-878d-49ed-8b1d-a1bc02e7aa24,2020-12-05 14:56:38,illinois,UNKNOWN,Diagnosing why the US has so blatantly failed to respond to #COVID19 by 2 tweets https://t.co/In9HbeixoG
37636924-8276-45a5-b98f-a209e67b0d75,2020-12-05 00:28:37,illinois,UNKNOWN,BILL NYE is still the science show king. And he’s got a mask lesson for you. #MaskUp #COVID19 https://t.co/9UQpNcig5O
61863ba9-4214-498d-b4fc-8eb0d9354245,2020-12-05 06:06:44,illinois,UNKNOWN,Stellar detailed reporting from Florida on Gov. DeSantis orders to downplay and cover up the true extent of #COVID19 in his state leading up to the elections. https://t.co/bHziKucsyF
fd8643a9-b9a7-4024-b25d-8aaf57dc0e52,2020-12-06 19:39:32,illinois,UNKNOWN,RT @Dr2NisreenAlwan: Some facts: ▪️Children can get #COVID19 ▪️Children can transmit #COVID19 to others ▪️No current plans for children to…
8a1e1ce8-8a1a-4ccb-96f5-94c654bfdd58,2020-12-06 19:39:32,illinois,UNKNOWN,RT @AbraarKaran: A quarter of all detected #covid19 cases during the US epidemic were recorded within the past 3 weeks. https://t.co/W3guN…
84dc6221-c1d3-4630-9ef7-99dd3ddfe046,2020-12-06 19:39:32,illinois,UNKNOWN,RT @Marc_Perrone: Thousands of Athletes get coronavirus tests everyday. Nurses &amp; Doctors wonder: “What about us?” ⚽️🏀🏈⚾️ #Covid19 #1u…
47636948-f711-4319-8137-14c267f2e1a3,2020-12-06 19:39:31,illinois,UNKNOWN,RT @naretevduorp: More people have been diagnosed with #COVID19 in the past 2 days in the US than diagnosed in Canada . . . Ever. #TrumpVi…
84429611-b48d-4f93-8718-aae58dfa3a42,2020-12-06 19:39:30,illinois,UNKNOWN,@realDonaldTrump #BidenHarrisWon tRump cut pandemic team/Gave china U.S. PPE. Jan-Mar: golf 6/rallies 9. tRump incompetence caused recession/HIGHEST #COVID19 case &amp; death of any country. U.S. Today OVER 14 700 000 cases/281 000 dead &amp; RISING! https://t.co/nUohi022rT https://t.co/NQywsGIsKe
9efaf17e-daa3-4207-87f5-71353f9a1ca1,2020-12-06 19:39:30,illinois,UNKNOWN,Addition 😊👍 #covid19 #alnov #novacyt #PrimerdesignLtd #MicrogenBioProd https://t.co/65fzytidiV
23a322d3-f7a8-4fb8-8025-6c08a0f1b1e2,2020-12-06 19:39:30,illinois,UNKNOWN,Killing off the public theatrical experience of watching movies together is a social choice that is being made by interests who stand to benefit. It is NOT an inevitable outcome of the #COVID19 pandemic. @thenation #SaveTheaters https://t.co/2agOykWvIF
72b9f30d-3c87-4897-902a-267565575371,2020-12-06 19:39:29,illinois,UNKNOWN,RT @Kishan_Devani: Look at these #Immigrants coming over working in our #NHS risking their lives fighting #COVID19 &amp; saving millions of li…
ee851df9-0abc-484e-ba50-3b31798be687,2020-12-06 19:39:29,illinois,UNKNOWN,@DublinZoo thanks for the brilliant weekend visit. Fair play to all the staff for the hard work that's gone into making the zoo an extremely safe and covid19 compliant environment. Would recommend to anyone who can to visit and enjoy a crowd free experience #SaveDublinZoo https://t.co/dyWdiK6NXU
17fe0417-7e4c-4129-b1de-7c1d65eb1588,2020-12-06 19:39:28,illinois,UNKNOWN,I’ve added my name to the @ONECampaign’s letter addressed to African and European leaders. In the face of #COVID19 a renewed &amp; more equal partnership that can benefit citizens from both continents is more important than ever. Will you add your name too? https://t.co/Gqh6mW3DeX
8e1f821d-64f5-4865-bebc-4c4ba77982e7,2020-12-06 19:39:26,illinois,UNKNOWN,40 years ago Yes Minister perfectly explained the government response to #COVID19 https://t.co/yyVhVfIrb4
cfeb64c0-39e1-4218-a188-8092f9b98e38,2020-12-06 19:39:26,illinois,UNKNOWN,@Willie165838502 @ChaoDai75 Just imagine how many deaths there would be if 44 802 629 had Covid19. https://t.co/64IzRpJBID
b6b650c3-1ba0-4087-8562-56b5f6f4b468,2020-12-05 00:28:35,illinois,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
483ae1b5-fd30-4fcf-9f7d-e2a40cf54f89,2020-12-05 00:28:35,illinois,UNKNOWN,21 more @camdencountynj residents have died from complications related to #COVID19 and 654 others have tested positive. Yesterday the county saw a single-day high of new infections (373) and the most local lives lost (18) since July 10. https://t.co/upv50OYgKd
63e55276-48e2-4d4c-8a53-3074c7e7c598,2020-12-05 00:28:34,illinois,UNKNOWN,RT @RaptorCompSys: Just a quick note -- our responses are slower than normal at the moment due to the combination of increased COVID19 lock…
d6570de0-0d3b-4e8f-aff4-0f07cc14bd65,2020-12-05 00:28:34,illinois,UNKNOWN,RT @morethanmySLE: 🔥WATCH: Speaker Pelosi fighting tooth &amp; nail for #COVID19 relief FOR THE PEOPLE while Mitch McConnell has politicized Am…
00599721-80f7-48c9-9ec4-cf527ab5c51d,2020-12-05 00:28:33,illinois,UNKNOWN,@MoatsTV @georgegalloway @SputnikInt @RT_com I always watch #MOATS - George is it poss to interview these guys pls? Press Conference today - vid: https://t.co/rppOsuAAZB - @Covid19Critical (FLCCC). #Ivermectin is proving to be very good as a #Prophylaxis + #EarlyTreatment for #Covid19. They are pro-vaccine not antivaxxers.
8911fae3-43dc-46dd-8f95-17933a9d5888,2020-12-05 00:28:31,illinois,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
b595baaf-68a4-4dca-91bb-e054ace46eba,2020-12-05 00:28:30,illinois,UNKNOWN,RT @72MichiganPapa: Michigan reporting 8689 new Covid19 cases today with 81 deaths. 😷
83c85b22-e8ad-4b44-b967-5180b939563e,2020-12-05 00:28:30,illinois,UNKNOWN,RT @DrEricDing: DIRE WARNING: “If you are under 40 you need to ASSUME you became infected over the Thanksgiving if you gathered beyond im…
971e177b-03dc-45f5-b7be-82d0e03f50b4,2020-12-05 00:28:29,illinois,UNKNOWN,RT @DrEricDing: Grim forecast: 539 000 American dead by end of April. Basically another quarter million dead before we get this under contr…
29579280-1594-4951-befb-3e0bfc6a9026,2020-12-05 00:28:28,illinois,UNKNOWN,RT @B52Malmet: There is something so calming about Joe Biden facing enormously daunting tasks ahead as he speaks to us about how he intends…
